Equipe;Processo;Data Entrada;Status;Responsável;Prazo;UF;Contrato;BR;Tipo;Assunto;Providência;SEI Recebido;1 - SEI Criado;2 - SEI Criado;3 - SEI Criado;Data de Revisão;Observações;Data de Assinatura;Criado por;Data Criação;Cadastrado no SIMA?;Tem Prazo;Comentários;
PROJETO;50600.015748/2024-00;2025-12-22;Assinado;Rebeca;2025-12-29;AL;00 00057/2024;BR-349;Projetos;Emissão de Termo de Aceite - Contrato n.º 57/2024 - rodovia BR-349/AL/SE.;"Encaminhamento do termo de aceite ao Consórcio.
Sugerir encaminhamento para a DPP de projeto ambiental.";23395786;23400754;23400858;;2025-12-22;;2025-12-22;Rebeca Braz Soares Fiameni;2025-12-22;Sim;Não;;
ASSESSORIA COAC;50600.025864/2025-18;2025-12-26;Assinado;Gabrielle;2026-01-02;-;-;-;Ministério; Mensagem Presidencial de 2026 - MP2026 - Atualização de dados quantitativos.;Atualizar quantitativos de acordo com comentários realizados por Rebeca, no próprio doc (salvo Drive - pasta assessoria - Anexo_10686451_III___Programa_Transporte_Rodoviario___MP2026 - R2);23417837;23478229;;;2025-12-26;;2026-01-05;Gabrielle Afonso Pereira Nogueira;2025-12-26;Não;Não;;
ASSESSORIA COAC;50001.136759/2025-54;2025-12-24;Assinado;Gabrielle;2025-12-31;AL;00 00057/2024;BR-349;FALA-BR;COM PRAZO - Solicitação de informações - Lei de Acesso à Informação.;Otávio orientou a não dar acesso ao processo, e sim anexar os estudos que estão sendo solicitados, que vão estar no processo de projeto da Ponte de Penedo;23410239;23436358;23436883;;2025-12-26;;2025-12-29;Gabrielle Afonso Pereira Nogueira;2025-12-26;Não;Não;;
ASSESSORIA COAC;50600.028002/2025-39;2025-12-24;Assinado;Maria Júlia;2025-12-31;-;-;-;Outros;Solicitação de informações relacionadas à rodovia BR-235 TO/MA/BA, região do Matopiba.;Complementar a informação anterior com os detalhes que estão sendo pedidos. Seria bom avaliar com a Marília se não é interessante sugerir encaminhar à SR, para complementação mais detalhada.;23406229;23487406;;;2025-12-26;;2026-01-13;Maria Júlia de Miranda Fiel dos Santos;2025-12-26;Sim;Não;;
PROJETO;50606.000347/2025-78;2025-12-18;Assinado;Bruno;2025-12-25;MG;00 00619/2024;BR-381;Projetos;Encaminhamento do Projeto de Componente Ambiental e Paisagismo – Rev. A da Rodovia BR-381/MG – Lote 8A ;Ciência de projetos e análises;23362895;23460283;;;2025-12-31;;2026-01-02;Bruno Pimenta Resende;2025-12-29;Sim;Não;;
ASSESSORIA COAC;50600.025905/2024-87;2025-12-29;Assinado;Gabrielle;2026-01-05;BA;00 00379/2024;BR-116;Ministério;Estruturação de Estudos Técnicos para Concessões Rodoviárias.;Informar sobre situação atual do referido contrato, o eventual andamento das obras no segmento e seu cronograma.;23431997;23441921;;;2026-01-21;;2026-01-21;Gabrielle Afonso Pereira Nogueira;2025-12-29;Não;Não;;
PROJETO;50600.015633/2025-98;2025-12-29;Assinado;Bruno;2026-01-05;PE;04 00260/2021;BR-423;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Verificar;23323769;23485043;;;2026-01-06;;2026-01-08;Bruno Pimenta Resende;2025-12-29;Sim;Não;;
PROJETO;50600.007228/2025-04;2025-12-31;Assinado;Bruno;2026-01-07;BA;00 00379/2024;BR-116;Projetos;Análise dos Estudos Topográficos  - Contrato n.º 379/2024 - BR-116/BA.;Verificar;23453349;;;;2025-12-31;;2026-01-02;Bruno Pimenta Resende;2025-12-31;Sim;Não;;
PROJETO;50610.007569/2025-52;2025-12-31;Assinado;Bruno;2026-01-07;RS;10 00821/2019;BR-116;Projetos;Emissão de Termo de Aceite - Contrato n.º 821/2019.;Encaminhamento de termos de aceite a empresa e ciência de projetos e análises.;23454325;23488261;23489432;;2026-01-06;;2026-01-08;Bruno Pimenta Resende;2025-12-31;Sim;Não;;
ASSESSORIA COAC;50600.042243/2025-91;2025-12-29;Assinado;Gabrielle;2026-01-05;-;-;-;Outros;COM PRAZO - Atualização das bases de dados de obras paralisadas.;Base de dados Supra. Inserirndo novas e atualizando base enviada pela Casa Civil.;23438512;23704909;23704922;;2026-01-05;;2026-01-30;Gabrielle Afonso Pereira Nogueira;2026-01-05;Não;Não;;
PROJETO;50610.004452/2024-36;2026-01-06;Assinado;Bruno;2026-01-13;RS;10 00821/2019;BR-116;Projetos;Emissão de Termo de Aceite - Contrato n.º 821/2019 (BR-116/RS).;Verificar;23465107;23494800;23495118;;2026-01-07;;2026-01-08;Bruno Pimenta Resende;2026-01-06;Sim;Não;;
ASSESSORIA COAC;50600.042767/2025-81;2026-01-06;Assinado;Gabrielle;2026-01-13;-;-;-;Outros;Melhorias na rodovia BR-153.;Informar sobre contratos no trecho, caso não haja nada falar sobre a questão de planejamento não ser nosso ;23477010;23494913;;;2026-01-06;;2026-01-08;Gabrielle Afonso Pereira Nogueira;2026-01-06;Sim;Não;;
ASSESSORIA COAC;50001.000059/2026-11;2026-01-06;Assinado;Gabrielle;2026-01-13;-;-;-;FALA-BR;"PRAZO: 19/01
Solicitação de informações - Lei de Acesso à Informação.";"Duas linhas de pensamento: seguimos a diretriz de não dizer que é nosso e não temos essas informações. 
Ou mandamos para a SR.";23485930;23495900;;;2026-01-06;;2026-01-09;Gabrielle Afonso Pereira Nogueira;2026-01-06;Não;Não;;
ASSESSORIA COAC;50600.049840/2022-01;2026-01-06;Assinado;Gabrielle;2026-01-07;-;-;-;Ministério;"Acompanhamento da Execução Impositiva das Despesas Discricionárias.

 ";Marília solicitou a dilação de prazo baseado na IN sobre as medições. ;23485553;23488623;;;2026-01-06;;2026-01-07;Gabrielle Afonso Pereira Nogueira;2026-01-06;Sim;Não;;
ASSESSORIA COAC;50001.139796/2025-14;2026-01-07;Assinado;Gabrielle;2026-01-14;-;-;-;FALA-BR;Solicitação de informações - Lei de Acesso à Informação.;Ver se há contratos no trecho. ;23491544;23494171;;;2026-01-07;Não foi cadastrado no SIMA;2026-01-08;Gabrielle Afonso Pereira Nogueira;2026-01-07;Não;Não;;
PROJETO;50603.000829/2024-77;2026-01-08;Assinado;Bruno;2026-01-15;CE;03 00077/2024;BR-116;Projetos; Projeto Executivo de Obras Complementares;Ciência;23502802;23520339;;;2026-01-09;;2026-01-13;Bruno Pimenta Resende;2026-01-08;Sim;Não;;
ASSESSORIA COAC;50001.002359/2026-27;2026-01-09;Assinado;Gabrielle;2026-01-16;-;-;-;FALA-BR;"Solicitação de informações - Lei de Acesso à Informação. 
relativos ao projeto de transporte intermodal do Vale do Parnaíba, que envolve infraestrutura rodoviária, hidroviária e ferroviária, destinado à interligação entre o Vale do Parnaíba e o Porto";Pedir para o solicitante indicar emial válido para acesso aos processos.;23512848;23633423;;;2026-01-09;Processo na caixa da marília;2026-01-09;Gabrielle Afonso Pereira Nogueira;2026-01-09;Não;Não;;
PROJETO;50600.037160/2024-07;2026-01-13;Assinado;Bruno;2026-01-20;BA;00 00392/2024;BR-030;Projetos;Emissão de Termo de Aceite - Contrato n.º 392/2024 - Lote 2 - rodovia BR-030/BA.;Encaminhamento de análises para a empresa e encaminhamento de cara para a SR.;23540487;23569871;23570113;;2026-01-15;;2026-01-15;Bruno Pimenta Resende;2026-01-13;Sim;Não;;
PROJETO;50606.003862/2025-18;2026-01-14;Assinado;Bruno;2026-01-21;MG;00 00041/2025;BR-381;Projetos;Encaminhamento dos Estudos Geológicos Rev. A e RMA;Ciência e Encaminhamento a DPP;23551825;23572515;23572720;;2026-01-15;;2026-01-15;Bruno Pimenta Resende;2026-01-14;Sim;Não;;
PROJETO;50600.023451/2025-91;2026-01-14;Assinado;Bruno;2026-01-21;RS;00 00375/2024;BR-116;Projetos;Entrega do Relatório do Projeto Básico de Obras de Arte Especiais;Encaminhamento;23551902;23576939;;;2026-01-15;;2026-01-15;Bruno Pimenta Resende;2026-01-14;Sim;Não;;
PROJETO;50600.042399/2025-71;2026-01-14;Assinado;Bruno;2026-01-21;PR;-;-;Projetos;As Built das Aduanas e Linha Geral;Encaminhar para SR/PR;23438469;23558532;;;2026-01-14;;2026-01-14;Bruno Pimenta Resende;2026-01-14;Sim;Não;;
ASSESSORIA COAC;50600.002599/2024-19;2026-01-13;Assinado;Gabrielle;2026-01-20;-;-;-;Outros;Indicadores do Planejamento Estratégico Institucional (PEI-DNIT).;Preencher planilha e redigir ofício com justificativa ;23545594;23561485;23561501;;2026-01-14;;2026-01-14;Gabrielle Afonso Pereira Nogueira;2026-01-14;Sim;Não;;
PROJETO;50606.000347/2025-78;2026-01-15;Assinado;Bruno;2026-01-22;MG;00 00619/2024;BR-381;Projetos;Relatório de Análise dos Estudos Hidrológicos – Contrato n.º 619/2024 – rodovia BR-381/MG (Lote 8A).;Ciência;23568174;23572925;;;2026-01-15;;2026-01-15;Bruno Pimenta Resende;2026-01-15;Sim;Não;;
PROJETO;50622.003125/2025-17;2026-01-15;Assinado;Bruno;2026-01-22;RO;00 00461/2025;BR-425;Projetos;Encaminhamento do Relatório dos Estudos Topográficos - rodovia BR-425/RO.;Encaminhamento;23568062;23578458;;;2026-01-15;;2026-01-23;Bruno Pimenta Resende;2026-01-15;Sim;Não;;
ASSESSORIA COAC;50600.033021/2025-87;2026-01-13;Assinado;Gabrielle;2026-01-20;-;-;-;Ministério;Solicitação de direcionamento prioritário de recursos para obras não concluídas no RS.;Ver providências com a Fernanda.;23551887;23621753;;;2026-02-02;;2026-02-09;Gabrielle Afonso Pereira Nogueira;2026-01-15;Não;Sim;;
ASSESSORIA COAC;50600.000830/2026-93;2026-01-13;Assinado;Maria Júlia;2026-01-20;RS;00 00375/2024;BR-116;Ministério;Solicitação de informações sobre a construção da segunda ponte sobre o Rio Jaguarão (Brasil-Uruguai).;Minutar ofício na linha de explicar que ainda tem saldo disponível no contrato (consultar atlas) e que alem disso foi destinado o valor da LOA (anexo enviado) - Esse ano provavelmente só vai ter projeto inclusive por conta do descrito no oficio 22966479.;23520482;23612646;;;2026-01-15;;2026-01-15;Maria Júlia de Miranda Fiel dos Santos;2026-01-15;Sim;Não;;
ASSESSORIA COAC;50600.036289/2024-90;2026-01-14;Assinado;Gabrielle;2026-01-21;PE;-;-;Outros;Levantamento de informações dos contratos rodoviários DNIT - COAC/CGCONT.;"Fazer ciência / atribuir par ao Lucas
O processo foi enviado pra a equipe do monitoramento";23533329;;;;2026-01-15;;2026-01-16;Gabrielle Afonso Pereira Nogueira;2026-01-15;Não;Não;;
PROJETO;50609.002327/2021-88;2026-01-15;Assinado;Bruno;2026-01-22;PR;09 00070/2022;BR-376;Projetos;Cronograma;Ciência;23575808;23579905;;;2026-01-15;;2026-01-23;Bruno Pimenta Resende;2026-01-15;Sim;Não;;
ASSESSORIA COAC;50600.001377/2026-32;2026-01-16;Assinado;Maria Júlia;2026-01-23;AM;-;-;Outros;Solicitação de pavimentação e manutenção da BR-319.;Informar sobre os contratos ativos e ver como responder sobre as medidas adotadas pra melhoria da rodovia.;23587134;23721793;;;2026-02-03;;2026-02-09;Maria Júlia de Miranda Fiel dos Santos;2026-01-19;Sim;Não;;
ASSESSORIA COAC;50001.008228/2026-53;2026-01-16;Assinado;Maria Júlia;2026-01-23;TO;-;-;FALA-BR;COM PRAZO - Solicitação de Informações - Lei de Acesso à Informação - Ponte JK.;Aguardar até o dia 30/01 (prazo) possível resposta à indagação da Superintendência (acordado com a Marília).;23580471;23604755;;;2026-01-19;;2026-01-30;Maria Júlia de Miranda Fiel dos Santos;2026-01-19;Sim;Não;;
ASSESSORIA COAC;50613.000011/2026-05;2026-01-16;Assinado;Maria Júlia;2026-01-23;PB;13 00938/2017;BR-230;DNIT/SRE; Consulta relativa às obras de adequação de capacidade na BR-230/PB, km 152,3 a km 183,9 (Campina Grande - Farinha).;Falar sobre licenças ambientais e artigo 60 da Lei n° 4.320/1964.;23481233;23730385;;;2026-01-19;;2026-03-02;Maria Júlia de Miranda Fiel dos Santos;2026-01-19;Sim;Não;;
ASSESSORIA COAC;50600.002192/2026-45;2026-01-20;Assinado;Rebeca;2026-01-27;-;-;-;FALA-BR;Assunto: Solicitação de informações.;Encaminhar extração SIAC dos contratos firmados no período solicitado;23614437;23618643;;;2026-01-20;;2026-01-21;Rebeca Braz Soares Fiameni;2026-01-20;Não;Não;;
PROJETO;50619.000790/2024-19;2026-01-21;Assinado;Bruno;2026-01-28;MS;19 00758/2023;BR-267;Projetos;Encaminhamento do Projeto Básico / Executivo de Pavimentação R01;Ciência;23618472;23631262;;;2026-01-21;;2026-01-23;Bruno Pimenta Resende;2026-01-21;Sim;Não;;
ASSESSORIA CGCONT;50600.042286/2025-76;2026-01-20;Assinado;Rebeca;2026-01-27;-;-;-;Outros;Relatório de Gestão do DNIT - 2025.;Preenchimento de documento modelo enviado;23456185;23667585;;;2026-01-27;;2026-01-27;Rebeca Braz Soares Fiameni;2026-01-22;Sim;Não;;
PROJETO;50603.002068/2024-98;2026-01-22;Assinado;Bruno;2026-01-29;CE;03 00077/2024;BR-116;Projetos;Andamento da análise do Relatório de Metodologia Avaliatória – RMA e Publicação da DUP;Verificar;23642844;23661880;;;2026-01-26;;2026-01-29;Bruno Pimenta Resende;2026-01-23;Sim;Não;;
PROJETO;50606.000347/2025-78;2026-01-26;Assinado;Bruno;2026-02-02;MG;00 00619/2024;BR-381;Projetos;Encaminhamento dos Estudos Hidrológicos – Rev. A e Relatório de Análise;Ciência do estudo para a DPP e o Relatório de Análise para a empresa;23658050;23697801;23697807;;2026-01-29;"1ª versão - 23673711
1ª versão - 23674387
2ª versão - 23681169
2ª versão - 23681174";2026-01-29;Bruno Pimenta Resende;2026-01-26;Sim;Não;;
PROJETO;50600.042572/2024-51;2026-01-26;Assinado;Bruno;2026-02-02;TO;00 00958/2024;BR-226;Projetos;Projeto As Built;Encaminhamento para SR analisar;23665405;23675108;;;2026-01-27;;2026-01-29;Bruno Pimenta Resende;2026-01-26;Sim;Não;;
ASSESSORIA COAC;50600.042694/2025-28;2026-01-26;Assinado;Maria Júlia;2026-02-02;RS;-;-;Parlamentares;Solicitação de informações acerca de obras na rodovia BR-116/RS, Município de Caxias do Sul.;Informar quanto à inexistência de contratos, previstos ou em execução, no trecho indicado.;23668553;23699240;;;2026-01-29;;2026-02-02;Maria Júlia de Miranda Fiel dos Santos;2026-01-26;Sim;Não;;
ASSESSORIA COAC;50001.016008/2026-01;2026-01-26;Assinado;Gabrielle;2026-02-02;AL;-;-;FALA-BR;Solicitação de informações - Lei de Acesso à Informação.;Inserido os projetos solicitados.;23657198;23697843;23728237;;2026-02-02;;2026-02-04;Gabrielle Afonso Pereira Nogueira;2026-01-26;Sim;Sim;;
ASSESSORIA COAC;50600.002196/2026-23;2026-01-22;Assinado;Maria Júlia;2026-01-29;PA;-;-;Outros;Solicitação de providências urgentes para a rodovia BR-230/PA (Transamazônica) - Trecho Medicilândia/PA a Uruará/PA.;Verificar com a Carol, para resposta ser completa;23644655;23708981;;;2026-01-30;;2026-02-12;Maria Júlia de Miranda Fiel dos Santos;2026-01-26;Sim;Não;;
PROJETO;50623.001914/2025-03;2026-01-27;Assinado;Bruno;2026-02-03;TO;00 00958/2024;BR-226;Projetos;"Encaminhamento do Projeto ""As Built"" da ponte do Estreito.";Verificar;23667719;23675997;;;2026-01-27;;2026-02-10;Bruno Pimenta Resende;2026-01-27;Sim;Não;;
PROJETO;50609.004210/2023-09;2026-01-27;Assinado;Gabrielle;2026-02-03;PR;09 00397/2021;BR-487;Projetos;Revisão de Projeto Executivo, Orçamento e Paisagismo;Encaminhamento de projeto pra DPP + ciencia de projetos que já foram para a SR.;23673890;23706891;;;2026-02-02;;2026-02-10;Bruno Pimenta Resende;2026-01-27;Sim;Não;;
PROJETO;50600.027469/2025-61;2026-01-27;Assinado;Bruno;2026-02-03;RS;00 00246/2025;BR-392;Notificação;"Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.
 ";Notificar;;23681490;;;2026-01-27;;2026-01-27;Bruno Pimenta Resende;2026-01-27;Sim;Não;;
PROJETO;50606.003862/2025-18;2026-01-27;Assinado;Gabrielle;2026-02-03;MG;00 00041/2025;BR-381;Projetos;Encaminhamento do Projeto Geométrico da Rodovia BR-381/MG;Encaminhamento para a empresa de análise e ciência de projeto.;23677929;23721649;23721655;;2026-02-10;;2026-02-10;Bruno Pimenta Resende;2026-01-27;Sim;Não;;
PROJETO;50600.007228/2025-04;2026-01-27;Assinado;Gabrielle;2026-02-03;BA;00 00379/2024;BR-116;Projetos;Estudos Topográficos - segmentos 1, 2 e 3 do Lote 5;Enviar para a DPP com o novo documento enviado pela empresa;23607845;23715797;;;2026-02-02;;2026-02-10;Bruno Pimenta Resende;2026-01-27;Sim;Não;;
PROJETO;50600.023451/2025-91;2026-01-27;Assinado;Gabrielle;2026-02-03;RS;00 00375/2024;BR-116;Projetos;Entrega do Relatório do Projeto Básico de Sinalização;Encaminhamento de projetos para DPP;23679035;23706329;;;2026-02-02;;2026-02-10;Bruno Pimenta Resende;2026-01-28;Sim;Não;;
PROJETO;50622.003125/2025-17;2026-01-29;Assinado;Gabrielle;2026-02-05;RO;00 00461/2025;BR-425;Projetos;Resposta ao Ofício nº 13097/2026/COAC/CGCONT/DIR/DNIT SEDE;Encaminhamento para a SR informando sobre justificativas da empresa.;23693253;23699285;;;2026-02-02;;2026-02-10;Bruno Pimenta Resende;2026-01-29;Sim;Não;;
PROJETO;50603.000829/2024-77;2026-01-30;Assinado;Gabrielle;2026-02-06;CE;03 00077/2024;BR-116;Projetos;Entrega Projeto Executivo de OAE – Rio Choró (Pista Oeste) - Substituição;Ciência do recebimento dos projetos.;23695147;23741143;;;2026-02-05;;2026-02-12;Gabrielle Afonso Pereira Nogueira;2026-01-30;Sim;Não;;
PROJETO;50600.037160/2024-07;2026-02-02;Assinado;Gabrielle;2026-02-09;BA;00 00392/2024;BR-030;Projetos;Encaminhamento do Relatório do Projeto Básico/Executivo de OAE - Contrato n.º 392/2024 - rodovia BR-030/BA.;Encaminhamento de análise para empresa e ciencia de projetos à Dir.;23710439;23723055;23723061;;2026-02-05;;2026-02-10;Bruno Pimenta Resende;2026-02-02;Sim;Não;;
PROJETO;50600.031376/2022-99;2026-02-02;Assinado;Gabrielle;2026-02-09;PR;09 00070/2022;BR-376;Projetos;Análise de Projeto - Contrato n.º 070/2022.;Encaminhamento de análises para empresa e ciência a DIR de todos os projetos entregues desde a ultima comunicação.;23716710;23770932;23770945;;2026-02-05;;2026-02-10;Bruno Pimenta Resende;2026-02-02;Não;Não;;
ASSESSORIA COAC;50600.002188/2026-87;2026-01-26;Assinado;Rebeca;2026-02-02;MG;-;-;Outros;Assunto: Solicitação de informações referentes aos Lotes 8A e 8B da rodovia BR-381/MG.;Informar sobre os contratos.;23654868;23729878;;;2026-02-23;;2026-02-24;Rebeca Braz Soares Fiameni;2026-02-02;Sim;Não;;
ASSESSORIA COAC;50001.015164/2026-47;2026-01-26;Assinado;Rebeca;2026-02-02;-;-;-;FALA-BR;Solicitação de dados referentes ao setor rodoviário federal, por Distrito Sanitário Especial Indígena – DSEI.;Não compete à CGCONT responder;23656904;23731740;;;2026-02-02;;2026-02-02;Rebeca Braz Soares Fiameni;2026-02-02;Sim;Sim;;
ASSESSORIA COAC;50600.002557/2026-31;2026-01-27;Assinado;Maria Júlia;2026-02-03;-;-;-;DNIT/SRE;Solicitação de informações sobre  projetos e iniciativas prioritárias no âmbito da malha rodoviária federal com impacto direto na logística nordestina.;Encaminhar contratos ativos/cadastrados referentes à região nordeste do país.;23649315;23939275;23888809;;2026-02-20;;2026-02-27;Maria Júlia de Miranda Fiel dos Santos;2026-02-02;Sim;Não;;
PROJETO;50603.000995/2024-73;2026-02-03;Assinado;Gabrielle;2026-02-10;CE;03 00077/2024;BR-116;Projetos;Apresentação de desenho dos limites da faixa de domínio;Encaminhamento para a SR e ciencia de tudo que passou ;23724980;23762727;;;2026-02-05;;2026-02-09;Bruno Pimenta Resende;2026-02-03;Sim;Não;;
PROJETO;50600.015748/2024-00;2026-02-03;Assinado;Gabrielle;2026-02-10;AL;00 00057/2024;BR-349;Projetos;Relatórios de Análise do Componente Ambiental e OAE;Encaminhar analises para a empresa.;23723567;23742650;;;2026-02-05;;2026-02-10;Bruno Pimenta Resende;2026-02-03;Não;Não;;
PROJETO;50606.000347/2025-78;2026-02-03;Assinado;Bruno;2026-02-10;MG;00 00619/2024;BR-381;Projetos;Relatório de Análise de Contenções de OAE;Verificar;23723136;23761630;;;2026-02-05;;2026-02-10;Bruno Pimenta Resende;2026-02-03;Sim;Não;;
ASSESSORIA COAC;50620.000092/2026-46;2026-01-27;Assinado;Maria Júlia;2026-02-03;AL;00 00835/2025;BR-349;Outros;Pendências para início das obras de implantação da rodovia de acesso à Ponte Penedo-Neópolis, BR-349/AL.;Informar que a responsabilidade junto aos órgãos regionais é da SR e a fiscalização que tem que tomar ações para resolução;23660848;23744473;;;2026-02-05;;2026-02-09;Maria Júlia de Miranda Fiel dos Santos;2026-02-03;Sim;Não;;
ASSESSORIA CGCONT;50600.002089/2025-14;2026-01-30;Assinado;Maria Júlia;2026-02-06;-;-;-;DNIT/SRE;Solicitação de relatório detalhado sobre inexecução financeira - LOA 2025.;Corroborar com a DAF;23654921;23967023;;;2026-02-03;;2026-03-02;Maria Júlia de Miranda Fiel dos Santos;2026-02-03;Sim;Não;;
ASSESSORIA COAC;50600.002969/2026-71;2026-01-28;Assinado;Maria Júlia;2026-02-04;MG;00 00277/2022;BR-135;Outros;Solicitação de implantação de implantação de passagem técnica para travessia de animais e veículos de pequeno porte, no âmbito das obras de implantação e adequação da rodovia BR-135/MG.;Encaminhar para a DPP e SR, para verificar a viabilidade técnica, por serem responsáveis pelas aprovações do projeto, visto que o projeto segue ainda sem aprovação total;23683400;23749965;;;2026-02-04;;2026-02-09;Maria Júlia de Miranda Fiel dos Santos;2026-02-03;Sim;Não;;
ASSESSORIA CGCONT;50600.003066/2026-16;2026-02-02;Assinado;Rebeca;2026-02-09;-;-;-;Outros;Consulta Pública da Avaliação Estratégica do Plano Nacional de Logística 2050.;Responder COAC. Mandar CGCONT;23694662;23754513;;;2026-02-04;;2026-02-09;Rebeca Braz Soares Fiameni;2026-02-04;Sim;Não;;
ASSESSORIA COAC;50600.003007/2026-30;2026-02-02;Assinado;Rebeca;2026-02-09;-;-;-;DNIT/SRE;Existência de Impedimento Técnico para Execução Orçamentária das Emendas de Bancada.;Justificativa simples, com foco técnico, porém tentanto não perder o dinheiro.;23674708;;;;2026-02-06;;2026-02-09;Rebeca Braz Soares Fiameni;2026-02-04;Sim;Não;;
ASSESSORIA COAC;50600.003863/2026-95;2026-02-04;Assinado;Rebeca;2026-02-11;BA;00 00379/2024;BR-116;Ministério;Informações sobre obras em trechos concedidos/em processo de concessão. Rota dos Sertões - BR-116/324/BA/PE entre Feira de Santana/BA e Salgueiro/PE.;Atualização de infromações dos contratos, pela concessão da Rota dos Sertões.;23748746;23756760;;;2026-02-04;;2026-02-06;Rebeca Braz Soares Fiameni;2026-02-04;Sim;Não;;
ASSESSORIA COAC;50001.025886/2026-18;2026-02-05;Assinado;Gabrielle;2026-02-12;-;-;-;FALA-BR;Solicitação de informações - Lei de Acesso de Informação.;Informar sobre os questionamentos do fala-br;23751215;23881928;23815750;;2026-02-20;;2026-02-24;Gabrielle Afonso Pereira Nogueira;2026-02-06;Sim;Não;;
ASSESSORIA COAC;50600.003216/2026-83;2026-02-05;Assinado;Maria Júlia;2026-02-12;MA;-;-;Ministério;Solicitação de informações sobre contratos ativos de manutenção e ampliação de capacidade/adequações e dos investimentos do PAC no trecho das BR-135/316/MA, entre os municípios de São Luís/MA e Timon/MA.;.;23754726;23785654;;;2026-02-09;;2026-02-09;Maria Júlia de Miranda Fiel dos Santos;2026-02-06;Sim;Não;;
ASSESSORIA COAC;50600.004021/2026-51;2026-02-09;Assinado;Gabrielle;2026-02-16;SC;-;-;Outros;Solicitação de manifestação acerca da Rua 12 de Outubro – Joaçaba/SC (duplicação e uso da faixa de domínio).;Informar que não há contrato ativo no trechos citado. Sugerir encaminhamento para a DPP.;23783019;23857363;;;2026-02-09;;2026-02-18;Gabrielle Afonso Pereira Nogueira;2026-02-09;Não;Não;;
PROJETO;50600.014362/2025-53;2026-02-09;Assinado;Gabrielle;2026-02-16;AL;-;-;Projetos;Renotificação sobre cronogramas - SRE/AL;Notificação à SR sobre os contratos 602/2024, 636/2024, 057/2024. AGUARDAR LIGAÇÃO;;23790710;;;2026-03-10;;2026-03-10;Gabrielle Afonso Pereira Nogueira;2026-02-09;Não;Não;"Bruno Pimenta Resende - 04/03/2026 13:36
Aguardar resposta do Nicolas.

Bruno Pimenta Resende - 04/03/2026 13:43
Aguardar resposta do Nicolas, pois ele vai entrar em contato com os fiscais pedindo urgência.
----------------------------------------
Bruno Pimenta Resende - 10/03/2026 10:02
Notificado sem receber ligação.";
ASSESSORIA COAC;50001.030344/2026-59;2026-02-09;Assinado;Rebeca;2026-02-16;-;-;-;FALA-BR;Solicitação de informações - Lei de Acesso à Informação.;Informar que não possuímos atribuição para estudo de índices de segurança viária;23785377;23810647;;;2026-02-11;;2026-02-12;Rebeca Braz Soares Fiameni;2026-02-09;Sim;Não;;
PROJETO;50604.001490/2023-35;2026-02-09;Assinado;Gabrielle;2026-02-16;PE;04 00260/2021;BR-423;Projetos;Emissão do Termo de Aceite - Contrato n.º 260/2021 - rodovia BR-423/PE.;Encaminhar termo de aceite para empresa +  ciencia a DIR;23779990;23807221;23807778;;2026-02-13;;2026-02-19;Bruno Pimenta Resende;2026-02-09;Sim;Não;;
PROJETO;50610.005571/2020-82;2026-02-09;Assinado;Gabrielle;2026-02-16;RS;10 00821/2019;BR-116;Projetos;Termos de Aceite - Análise de Projeto Básico e Executivo - BR-116/RS.;Encaminhamento de termo de aceite para a empresa.;23784298;23847974;23847992;;2026-02-13;;2026-02-19;Bruno Pimenta Resende;2026-02-09;Não;Não;;
PROJETO;50603.000995/2024-73;2026-02-05;Assinado;Gabrielle;2026-02-12;CE;03 00077/2024;BR-116;Projetos;Contrato nº 03 00077/2024 - Encaminhamento de projetos - BR-116/CE.;Encaminhar para SR;23724980;23741981;;;2026-02-09;;2026-02-09;Gabrielle Afonso Pereira Nogueira;2026-02-11;Não;Não;;
PROJETO;50600.015453/2025-14;2026-02-10;Assinado;Gabrielle;2026-02-17;BA;-;-;Projetos;Renotificação sobre cronogramas - SRE BA;Enviar notificação às 2 empresas.;;23812174;;;2026-03-05;;2026-03-10;Bruno Pimenta Resende;2026-02-11;Não;Não;"Bruno Pimenta Resende - 04/03/2026 16:46
Especificar o caminhi/histórico. COAC Notificação - SR Notificação - Empresa Resposta";
ASSESSORIA CGCONT;00784.001421/2026-25;2026-02-10;Assinado;Rebeca;2026-02-17;-;-;-;Outros;Solicitação de informações.;Informações quanto a existência de obras com investimento BNDS;23815587;23815587;;;2026-02-11;;2026-02-12;Rebeca Braz Soares Fiameni;2026-02-11;Sim;Não;;
PROJETO;50600.027198/2025-44;2026-02-11;Assinado;Maria Júlia;2026-02-18;CE;03 00077/2024;BR-116;Notificação;Notificação quanto ao descumprimento dos prazos contidos nos cronogramas físico-financeiros do contrato n° 03 00077/2024.;Reforçar a importância da formalização da repactuação do cronograma.;;23829233;;;2026-02-13;;2026-02-18;Bruno Pimenta Resende;2026-02-12;Sim;Não;;
PROJETO;50606.003862/2025-18;2026-02-12;Assinado;Gabrielle;2026-02-19;MG;00 00041/2025;BR-381;Projetos; Encaminhamento dos Estudos Topográficos;Ciencia dos estudos;23833116;23862499;;;2026-02-19;;2026-02-19;Bruno Pimenta Resende;2026-02-12;Sim;Não;;
