Equipe;Processo;Data Entrada;Status;Responsável;Prazo;UF;Contrato;BR;Tipo;Assunto;Providência;SEI Recebido;1 - SEI Criado;2 - SEI Criado;3 - SEI Criado;Data de Revisão;Observações;Data de Assinatura;Criado por;Data Criação;Cadastrado no SIMA?;Tem Prazo;Comentários;
PROJETO;50619.000790/2024-19;2026-02-13;Assinado;Gabrielle;2026-02-20;MS;19 00758/2023;BR-267;Projetos;Atendimento às exigências do Ofício-Circular n.º 4149/2024/DIR/DNIT SEDE - Protocolo de PB/PE de Contenções - Versão 00.;Ciencia dos projetos enviados e conteudo da SR esclarecendo que a DPP continua emitindo os ermos de aceite;23844550;23854643;;;2026-02-19;;2026-02-19;Gabrielle Afonso Pereira Nogueira;2026-02-13;Não;Não;;
PROJETO;50600.027157/2025-58;2026-02-13;Assinado;Gabrielle;2026-02-20;MG;-;-;Projetos;Renotificação sobre cronogramas - SRE/MG;Mandar notificação sobre o contrato 277 para a SR.;;23854023;;;2026-03-02;;2026-03-02;Bruno Pimenta Resende;2026-02-13;Não;Não;;
PROJETO;50610.005261/2022-20;2026-02-18;Assinado;Gabrielle;2026-02-25;RS;10 00821/2019;BR-116;Projetos;Emissão de Termo de Aceite - Contrato n.º 821/2019 - BR-116/RS.;Encaminhar termo de aceite para empresa e ciencia a DIR ;23779081;23867937;23867945;;2026-02-23;;2026-03-02;Bruno Pimenta Resende;2026-02-18;Não;Não;;
PROJETO;50600.015618/2025-40;2026-02-19;Assinado;Gabrielle;2026-02-26;PA;-;-;Projetos;Renotificação de cronograma SRE/PA;Enviar notificação sobre cronograma. Verificar segmento  se tem componente ambiental pra ser entregue. Caso não tenham mais projetos a serem entregues nesse subtrecho, notificar somente o segundo, e alterar na planiha o status dos projetos.;;23874087;;;2026-03-04;;2026-03-05;Bruno Pimenta Resende;2026-02-19;Não;Não;;
PROJETO;50609.004210/2023-09;2026-02-20;Assinado;Gabrielle;2026-02-27;PR;09 00397/2021;BR-487;Projetos;Entrega da Revisão Projeto Executivo de Sinalização e Obras Complementares e  Projeto Básico de Desapropriação e Relatório de ProgramaçãoRP;Ciencia da entrega de projetos e encaminhamento de analise a empresa.;23869068;23944687;23944704;;2026-03-02;;2026-03-02;Bruno Pimenta Resende;2026-02-20;Sim;Não;;
ASSESSORIA COAC;50600.042286/2025-76;2026-02-20;Assinado;Maria Júlia;2026-02-27;-;-;-;Outros;Complementação do Relatório de Gestão 2025.;Informar não ser possível complementar a informação visto a CGCONT não ser regimentalmente responsável pelas ações de planejamento do DNIT.;23887047;23889069;;;2026-02-20;;2026-02-24;Maria Júlia de Miranda Fiel dos Santos;2026-02-20;Sim;Não;;
PROJETO;50600.037160/2024-07;2026-02-23;Assinado;Gabrielle;2026-03-02;BA;00 00392/2024;BR-030;Projetos;Resposta ao Ofício n.º 29451/2026.;Ciencia de carta explicativa do consórcio e encaminhamento de analise para empresa.;23902961;23979616;23979634;;2026-03-03;"1ª Versão - 23920207
1ª Versão - 23920219";2026-03-03;Bruno Pimenta Resende;2026-02-23;Sim;Não;;
PROJETO;50600.023451/2025-91;2026-02-23;Assinado;Gabrielle;2026-03-02;RS;00 00375/2024;BR-116;Projetos; Entrega do Relatório do Projeto Básico Arquitetônico do Centro de Fronteira;"Mandar projetos para DPP
Encaminhamento de analise para empresa

";23906054;23979422;23979433;;2026-03-03;23923041 e 23923175 - antigos;2026-03-03;Bruno Pimenta Resende;2026-02-23;Sim;Não;;
PROJETO;50606.000347/2025-78;2026-02-23;Assinado;Gabrielle;2026-03-02;MG;00 00619/2024;BR-381;Projetos;Encaminhamento do Projeto de Componente Ambiental e Paisagismo – Rev. C;Ciencia a DIR e encaminhamento pra empresa;23906501;23972015;23972031;;2026-03-02;"1ª Versão - 23950699
1ª Versão - 23950709";2026-03-02;Bruno Pimenta Resende;2026-02-23;Sim;Não;;
ASSESSORIA COAC;50600.001032/2024-17;2026-02-23;Assinado;Maria Júlia;2026-03-02;MG;-;-;Outros;Solicitação de informações referentes aos Lotes 8A e 8B da rodovia BR-381/MG.;Informar sobre os contratos.;23889973;23939275;;;2026-02-23;;2026-02-27;Maria Júlia de Miranda Fiel dos Santos;2026-02-23;Sim;Não;;
ASSESSORIA COAC;50600.005279/2026-74;2026-02-13;Assinado;Maria Júlia;2026-02-20;MA;-;-;Parlamentares;Informações sobre investimentos do DNIT no Município de Carolina, no Maranhão, no ano de 2025.;Informar sobre a inexistência de contratos sob gestão da CGCONT.;23851649;23915657;;;2026-02-24;;2026-02-25;Maria Júlia de Miranda Fiel dos Santos;2026-02-24;Sim;Não;;
PROJETO;50600.003198/2025-59;2026-02-24;Assinado;Gabrielle;2026-03-03;PA;02 00261/2024;BR-230;Projetos;Encaminhamento do Relatório Hidrológico de OAE - Contrato n.º 261/2024.;Encaminhamento de analise para a empresa;23913052;23922160;;;2026-02-24;;2026-03-02;Bruno Pimenta Resende;2026-02-24;Não;Não;;
ASSESSORIA COAC;50600.025905/2024-87;2026-02-26;Assinado;Maria Júlia;2026-03-05;BA;05 00287/2025;BR-324;Ministério;Estruturação de Estudos Técnicos para Concessões Rodoviárias.;Informações sobre obra da 324/BA (Rota dos Sertões).;23804302;24005131;;;2026-02-26;;2026-03-04;Maria Júlia de Miranda Fiel dos Santos;2026-02-26;Sim;Não;;
ASSESSORIA COAC;50600.005070/2026-19;2026-02-19;Assinado;Rebeca;2026-02-26;BA;-;-;Ministério;Solicitação de recuperação, construção de acostamento e duplicação do trecho Barreiras - Formosa do Rio Preto da BR-135/BA.;Infromações sobre a BR-135/BA,  trecho Barreiras - Formosa do Rio Preto;23860869;23947753;;;2026-02-26;;2026-03-03;Bruno Pimenta Resende;2026-02-26;Não;Não;;
ASSESSORIA COAC;50600.005913/2026-79;2026-02-26;Assinado;Gabrielle;2026-03-05;RS;-;-;Outros;Solicitação de duplicação do Lote 4 da rodovia BR-392/RS, construção de ponte conectando a rodovia BR-392/RS à BR-101/RS e conclusão das obras de duplicação da rodovia BR-116/RS entre Pelotas e Guaíba.;Responder questionamentos quanto às obras da BR-392/RS e BR-116/RS;23893663;23958665;;;2026-02-26;;2026-03-03;Gabrielle Afonso Pereira Nogueira;2026-02-26;Não;Não;;
ASSESSORIA COAC;50600.028041/2022-93;2026-02-24;Assinado;Rebeca;2026-03-03;-;-;-;Outros;Consulta acerca da faixa de domínio da rodovia BR-040/DF.;Infromar que não existente contratos ativos na BR-040/DF;23901785;23950743;;;2026-02-26;;2026-03-02;Bruno Pimenta Resende;2026-02-26;Não;Não;;
ASSESSORIA COAC;50600.006453/2026-04;2026-02-25;Assinado;Rafaela;2026-03-04;DF/GO;-;BR-010;Outros;Solicitação de apoio à Comunidade Quilombola.;Informar acerca dos contratos;23935741;24148952;;;2026-02-26;Sinalizado que existe um contrato na 010/TO, mas que não contempla os municípios em questão. Assinado em 20/03/2026 por Marília e Thiago;2026-02-26;Rafaela Nobrega;2026-02-26;Sim;Não;;
ASSESSORIA COAC;50600.028382/2025-10;2026-02-27;Assinado;Gabrielle;2026-03-06;RS;-;-;Parlamentares;Solicitação de recuperação e extensão da pavimentação do acesso à BR-293/RS.;Informar sobre os contratos na BR 293 que não tem, e sobre a ação orçamentária que também não tem. ;23957182;23966480;;;2026-02-27;;2026-03-03;Gabrielle Afonso Pereira Nogueira;2026-02-27;Não;Não;;
ASSESSORIA COAC;50600.042286/2025-76;2026-02-27;Assinado;Rebeca;2026-03-06;-;-;-;DNIT/SRE;Complementação de informações. Relatório de Gestão do DNIT - 2025.;Complementar informações solicitadas;23961995;23982920;23982995;;2026-03-02;;2026-03-02;Rebeca Braz Soares Fiameni;2026-03-02;Não;Não;;
PROJETO;50600.027428/2025-75;2026-03-04;Assinado;Gabrielle;2026-03-11;PR;09 00397/2021;BR-487;Projetos;Renotificação do contrato 397/2021;Renotificação do contrato 397/2021;;24019301;;;2026-03-05;;2026-03-10;Bruno Pimenta Resende;2026-03-04;Não;Não;;
PROJETO;50600.023451/2025-91;2026-03-04;Assinado;Gabrielle;2026-03-11;RS;00 00375/2024;BR-116;Projetos;Relatório de Análise do Projeto n° 033/2026 Estudos Hidrologicos (23912352);Ciencia de encaminhamento de analise;23993381;24019589;;;2026-03-05;CADASTRAR NO SIMA;2026-03-10;Bruno Pimenta Resende;2026-03-04;Não;Não;;
PROJETO;50600.037160/2024-07;2026-03-04;Assinado;Gabrielle;2026-03-11;BA;00 00392/2024;BR-030;Projetos;Relatório de Análise do Projeto 159/2026 -PHDNIT (23792719);Ciencia de encaminhamento de analise;23992424;24019919;;;2026-03-05;CADASTRAR NO SIMA;2026-03-10;Bruno Pimenta Resende;2026-03-04;Não;Não;;
PROJETO;50605.000092/2026-34;2026-03-18;Assinado;Bruno;2026-03-25;BA;05 00068/2026;BR-101;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Empresa encaminhou cronograma. Notificar SR;;24211702;;;2026-03-23;1ª Versão - 24013796;2026-03-26;Bruno Pimenta Resende;2026-03-05;Sim;Não;"Bruno Pimenta Resende - 05/03/2026 11:40
Aguardar até amanhã cedo a ativação do contrato no SIAC pelo Murilo.
----------------------------------------
Bruno Pimenta Resende - 06/03/2026 10:59
Empresa encaminhou Cronograma, aguardando a análise de SR.";
ASSESSORIA COAC;50600.005354/2026-05;2026-03-04;Assinado;Rafaela;2026-03-11;MG;-;BR-365;Outros;Solicitação de informações acerca do andamento do projeto de concessão do Lote Noroeste de Rodovias na 365/MG.;Explicar que o empreendimento possui ação orçamentária (165Q) e que o termo de referência para o edital de licitação está em elaboração.;23998575;24026669;;;2026-03-05;Assinado por Marília Bomtempo e Thiago Pitombeira em 17/03/2026;2026-03-05;Rafaela Nobrega;2026-03-05;Sim;Não;;
ASSESSORIA COAC;50600.007775/2026-62;2026-03-03;Assinado;Maria Júlia;2026-03-10;DF/GO;-;-;ANTT;Análise e considerações quanto ao Termo de Arrolamento e Reversão de Bens (TARB) das rodovias BR-153/GO e BR-153/262/MG (Rota Sertaneja). ;Nada a acrescentar.;23996300;24015300;;;2026-03-05;;2026-03-05;Maria Júlia de Miranda Fiel dos Santos;2026-03-05;Sim;Não;;
PROJETO;50606.003862/2025-18;2026-03-06;Assinado;Gabrielle;2026-03-13;MG;00 00041/2025;BR-381;Projetos;Encaminhamento dos Estudos de Tráfego – Rev. 0;Ciencia de projeto e análise.;24024628;24056080;;;2026-03-10;;2026-03-10;Bruno Pimenta Resende;2026-03-06;Não;Não;;
ASSESSORIA COAC;50600.025342/2025-16;2026-03-05;Assinado;Maria Júlia;2026-03-12;RJ;-;-;Outros;Viabilização da execução direta das obras das Variantes de Jamapará, Sapucaia e Anta na BR-393/RJ.;Atestar ciência da documentação anexada aos autos.;24015235;24034092;;;2026-03-06;;2026-03-09;Maria Julia de Miranda Fiel dos Santos;2026-03-06;Sim;Não;;
ASSESSORIA COAC;50001.034405/2026-57;2026-03-05;Assinado;Maria Júlia;2026-03-12;AM;-;-;FALA-BR;Demandas sobre investimentos na BR-307/AM.;Informou-se sobre a inexistência de empreendimentos e previsões de ações na BR-307/AM.;24013649;24043511;;;2026-03-06;;2026-03-09;Maria Julia de Miranda Fiel dos Santos;2026-03-06;Sim;Não;;
ASSESSORIA COAC;50600.007547/2026-92;2026-03-03;Assinado;Rafaela;2026-03-10;ES;-;-;Parlamentares;Esclarecimentos acerca da situação da BR-342/ES;Elaboração de ofício para sinalizar que não temos ação orçamentária e nem contrato na rodovia em questão;23995664;24044466;;;2026-03-06;;2026-03-09;Rafaela Nobrega;2026-03-06;Sim;Não;;
ASSESSORIA COAC;50600.000572/2022-11;2026-03-06;Assinado;Maria Júlia;2026-03-13;PR;-;-;Outros;Análise e considerações quanto ao Termo de Arrolamento e Reversão de Bens (TARB) referente ao Lote 4 do Paraná.;Sem considerações.;24034584;24046046;;;2026-03-06;;2026-03-09;Maria Julia de Miranda Fiel dos Santos;2026-03-06;Sim;Não;;
PROJETO;50600.015508/2025-88;2026-03-09;Assinado;Gabrielle;2026-03-16;DF/GO;-;-;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Ciencia sobre a repactuação do cronograma.;24029511;24074872;;;2026-03-11;;2026-03-17;Bruno Pimenta Resende;2026-03-09;Sim;Não;;
PROJETO;50606.000238/2023-99;2026-03-09;Assinado;Gabrielle;2026-03-16;MG;00 00277/2022;BR-135;Projetos;Encaminhamento de Relatório de Análise de Projeto - Contrato n.º 277/2022;Ciencia de projetos e encaminhamento de análises;24049517;24066648;24066659;24081538;2026-03-11;;2026-03-17;Bruno Pimenta Resende;2026-03-09;Sim;Não;"Bruno Pimenta Resende - 11/03/2026 09:40
Criei mais um ofício pra encaminhamento pra DPP.";
PROJETO;50619.000790/2024-19;2026-03-10;Assinado;Bruno;2026-03-17;MS;19 00758/2023;BR-267;Projetos;Ofício de Encaminhamento do Projeto Básico / Executivo de Componente Ambientais R03 ;Verificar;24058120;24065487;;;2026-03-10;;2026-03-10;Bruno Pimenta Resende;2026-03-10;Não;Não;;
PROJETO;50600.027265/2025-21;2026-03-10;Assinado;Bruno;2026-03-17;MT;-;-;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;"Notificar contratos:
11 00209/2025
11 00159/2022";;24066695;;;2026-03-10;;2026-03-17;Bruno Pimenta Resende;2026-03-10;Não;Não;;
PROJETO;50603.000829/2024-77;2026-03-12;Assinado;Bruno;2026-03-19;CE;03 00077/2024;BR-116;Projetos;"Entrega Projeto Executivo de Pavimentação/Restauração
E relatórios de análise";Ciência e encaminhamento de Termo de Aceite para a aempresa;24089567;24096418;24096761;;2026-03-12;;2026-03-17;Bruno Pimenta Resende;2026-03-12;Sim;Não;;
ASSESSORIA COAC;50600.009186/2026-19;2026-03-11;Assinado;Maria Júlia;2026-03-18;AM;-;-;Parlamentares;Solicitação de informações sobre o planejamento, a execução e a transparência de ações de manutenção, recuperação e obras nas rodovias federais BR-230 (Transamazônica) e BR-319, com foco nos trechos situados no Estado do Amazonas.;Informou-se quanto aos contratos n.º 389/2024 e 563/2024.;24092678;24098748;;;2026-03-12;;2026-03-16;Maria Julia de Miranda Fiel dos Santos;2026-03-13;Sim;Não;;
PROJETO;50600.009498/2026-22;2026-03-16;Assinado;Gabrielle;2026-03-23;PR;09 00070/2022;BR-376;Projetos;Entrega de Respostas às Análises dos Projetos;Encaminhamento das justificativas para a CGDESP;24113660;24129727;;;2026-03-17;;2026-03-18;Bruno Pimenta Resende;2026-03-16;Sim;Não;"Bruno Pimenta Resende - 16/03/2026 16:49
Chegou outro documento. Verificar 24125626";
PROJETO;50623.002450/2025-44;2026-03-16;Assinado;Gabrielle;2026-03-23;TO;23 00662/2025;BR-153;Projetos;Termo de Aceite da construção da ponte sobre o rio Araguaia em Xambioá na BR-153/TO/PA.;Despacho de conclusão com ciência ;24132560;24148014;;;2026-03-17;;2026-03-18;Bruno Pimenta Resende;2026-03-16;Sim;Não;;
PROJETO;50606.000347/2025-78;2026-03-16;Assinado;Gabrielle;2026-03-23;MG;00 00619/2024;BR-381;Projetos;Encaminhamento dos Estudos Topográficos;Verificar;24135780;24194493;24194796;;2026-03-20;1ª Versão - 24178794;2026-03-26;Bruno Pimenta Resende;2026-03-16;Sim;Não;"Bruno Pimenta Resende - 26/03/2026 10:28
o
----------------------------------------
Bruno Pimenta Resende - 26/03/2026 10:30
o
----------------------------------------
Bruno Pimenta Resende - 26/03/2026 10:32
o
----------------------------------------
Bruno Pimenta Resende - 26/03/2026 10:34
fa";
PROJETO;50609.004210/2023-09;2026-03-17;Assinado;Gabrielle;2026-03-24;PR;09 00397/2021;BR-487;Projetos;Encaminhamento de documentos referente ao Contrato nº 397/2021;Verificar;24129448;24162598;;;2026-03-20;;2026-03-26;Bruno Pimenta Resende;2026-03-17;Sim;Não;;
ASSESSORIA COAC;50600.029924/2025-63;2026-02-27;Assinado;Maria Júlia;2026-03-06;RS;10 00605/2023;BR-116;ANTT;Obras de duplicação da rodovia BR-116/RS - km 437 ao km 446 - Concessionária Ecovias Sul.;Atestar ciência da manifestação da Unidade Local.;23931274;;;;2026-03-17;;2026-03-19;Maria Julia de Miranda Fiel dos Santos;2026-03-17;Sim;Não;;
ASSESSORIA COAC;50600.029806/2024-74;2026-03-17;Assinado;Rafaela;2026-04-29;MG;-;BR-116;Ministério;Solicitação de Levantamento de Informações para Elaboração do Termo de Arrolamento das Rodovias BR116/251/MG - Rota Gerais;Informar que não existe contrato para a localidade;23958497;24153592;;;2026-03-17;Assinado por Marília Bomtempo e Thiago Pitombeira em 27/03/2026;2026-03-17;Rafaela Nobrega;2026-03-17;Sim;Sim;;
PROJETO;50619.000790/2024-19;2026-03-19;Assinado;Gabrielle;2026-03-26;MS;19 00758/2023;BR-267;Projetos;Emissão de Termo de Aceite - Contrato nº 758/2023 (BR-267/MS).;Envio de termo de aceite e ciencia .;24173504;24258567;24258718;;2026-03-26;;2026-04-06;Bruno Pimenta Resende;2026-03-19;Sim;Não;"Bruno Pimenta Resende - 26/03/2026 11:23
Atualizar";
PROJETO;50600.034231/2024-10;2026-03-19;Assinado;Gabrielle;2026-03-26;BA;00 00391/2024;BR-030;Projetos;Encaminhamento de documentos;Ciência de projetos + encaminhamento de analises para a empresa;24165087;24180874;24181310;;2026-03-20;;2026-03-26;Bruno Pimenta Resende;2026-03-19;Sim;Não;;
ASSESSORIA COAC;50001.061318/2026-72;2026-03-19;Assinado;Rafaela;2026-03-27;MG;-;BR-381;FALA-BR;Fala.BR que solicita acesso aos processos SEI nº 50600.014788/2024-26 e 50600.006897/2024-70;Informar no processo se é possível conceder acesso ao usuário externo;24164954;24179689;;;2026-03-20;Assinado por Marília Bomtempo e Thiago Pitombeira em 27/03/2026;2026-03-19;Rafaela Nobrega;2026-03-19;Sim;Não;;
PROJETO;50600.031376/2022-99;2026-03-19;Assinado;Gabrielle;2026-03-26;PR;09 00070/2022;BR-376;Projetos;Termos de Aceite - Análise de Estudo Geotécnico e Emissão de Termo de Aceite de Estudo Geológico;"Encaminhamento para a empresa de termos
Ciencia dos projetos ";24173476;24227744;24227753;;2026-03-23;"24192657, 24192669 e 24193383. Atualizados 
24212047 e 24212056 - Atualizados";2026-03-26;Bruno Pimenta Resende;2026-03-19;Sim;Não;;
ASSESSORIA COAC;50600.009493/2026-08;2026-03-19;Assinado;Rafaela;2026-03-26;-;-;-;Outros;Solicitação de informações da Secretaria Nacional de Transporte Rodoviário do Ministério dos Transportes acerca de informações de OAEs apresentadas pela INFRA;Informar quais OAEs listadas fazem parte de contratos ativos;24170145;24196260;;;2026-03-19;Assinado por Marília Bomtempo e Thiago Pitombeira em 09/04/2026;2026-03-19;Rafaela Nobrega;2026-03-19;Sim;Não;;
ASSESSORIA COAC;50600.010270/2026-85;2026-03-23;Assinado;Rafaela;2026-04-01;MG;-;BR-458;Ministério;Prefeitura Municipal de Bugre solicita agendamento de nova reunião a ser conduzida pelo Prefeito Marcélio Teixeira da Costa, para tratar de assuntos de interesse do Município, especialmente da construção de um trevo de acesso ao município na rodovia ;Informar que o assunto deve ser tratado com a DPP;24192310;24208675;;;2026-03-23;Assinado por Marília Bomtempo e Thiago Pitombeira em 27/03/2026;2026-03-23;Rafaela Nobrega;2026-03-23;Sim;Sim;;
ASSESSORIA COAC;50600.009298/2026-70;2026-03-23;Assinado;Rafaela;2026-03-30;AM;-;-;Outros;SNTR/MT encaminha solicitação do Centro da Indústria do estado do Amazonas acerca de informações atualizadas de empreendimentos na BR-319/AM e na BR-174/RR;Informar dados competentes à essa coordenação acerca dos empreendimentos listados;24154927;24212731;;;2026-03-23;Assinado por Marília Bomtempo em 25/03/2026 e Thiago Pitombeira em 26/03/2026;2026-03-23;Rafaela Nobrega;2026-03-23;Sim;Sim;;
PROJETO;50600.006897/2024-70;2026-03-23;Assinado;Bruno;2026-03-30;MG;00 00619/2024;BR-381;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Notificar;;24217877;;;2026-03-23;;2026-03-26;Bruno Pimenta Resende;2026-03-23;Sim;Não;;
PROJETO;50600.015453/2025-14;2026-03-24;Assinado;Gabrielle;2026-03-31;BA;-;BR-030;Notificação;Resposta da Notificação;Resposta padrão para cronogramas enviados;24216665;24232161;;;2026-03-24;;2026-03-26;Bruno Pimenta Resende;2026-03-24;Sim;Não;;
PROJETO;50619.000599/2022-13;2026-03-23;Assinado;Gabrielle;2026-03-30;MS;19 00194/2021;BR-419;Projetos;Revisão de Projeto Executivo de OAE da Ponte sobre o Rio Aquidauana e do Viaduto Rodoviário;"Ciencia dos projetos
Envio dos termos de aceite para a empresa";24213338;24226608;24226847;;2026-03-24;;2026-03-26;Bruno Pimenta Resende;2026-03-24;Sim;Não;;
